Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
60471a60712b2259ff999587d53d87900c34a73683167d321bf5c53cfdc565eb,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.315182,54.597073,On or near Ardmore Avenue,,,Drugs,,
4002e852665e0a6347daf5560029ea5c9a4d3891e683af7d43768f5ec5ea8979,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.320295,54.996720,On or near Shipquay Street,,,Drugs,,
d18d0d27bcbd0226e7ed4b3df2248c19c6455ab37b7b9625d65c0cd73ed6394a,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.709639,54.317538,On or near ,,,Drugs,,
8cf271dc0147ff156f4210eaf359efc9eff95ab828ba43aafb10426be04fbe28,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.275819,54.868688,On or near Thomas Street,,,Drugs,,
7523e2376b67e3d345e6dfa3f2b55ac5d603192c643de5984f893103b9ccfa99,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.841917,54.260188,On or near ,,,Drugs,,
935f10996a27238a6e609dcdf1ed10481578b5fc0442e7243c5e84c19189483d,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.925476,54.611325,On or near Bentinck Street,,,Drugs,,
fc5d2ee9458094bd7c11bc8c683796a5ff954ba18cac1dfa8dd6f4975eafd53b,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.884162,54.513391,On or near Killynure Close,,,Drugs,,
292dec74256f3f4c6207ea6a12d548f9c5f8787d9bb134db83f8a0c684f81bc1,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.807913,54.851770,On or near Curran Road,,,Drugs,,
53b0633b3610c20111c527dccb5fc61a1ab05df73c46c39db1a8bd4b1f994446,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.807913,54.851770,On or near Curran Road,,,Drugs,,
ecd9eab530641eeb6349a13e30a0082fc6fb56a0e77d161da83fb18c226ed00c,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.154380,54.640235,On or near Dundesert Road,,,Drugs,,
c0aeae6662b292417852601d071dd91757035cd3a0ec145d6adbb7faf929d3e0,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.221368,54.715206,On or near Market Square,,,Drugs,,
75c79e2ebeead3ff6c3db4d829362cacd892db7cc01583b7715c4d9a9bb4e4b9,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.952040,54.667080,On or near Moreland Avenue,,,Drugs,,
1934553978a2b02e0c9d1d19e713ab1fd5d66fe094f42d63b9ffe9949c271d86,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.060329,55.061169,On or near Carn-Neil Park,,,Drugs,,
ce2849021adf01bcf8cc6b0905898f9e618538ec8cca7491288b60b728859c2e,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.692368,54.591182,On or near Court Street,,,Drugs,,
74f36400b83de0d6552fafcaef52ace26ca8a65adc0777b9e4015cd47697f603,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.303976,54.600036,On or near High Street,,,Drugs,,
f0a65751dacf344c52d04d8bccbafcb1ee9170ba01a942e31ccc2b9ebbf6a36d,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.187463,54.710265,On or near Firmount Drive,,,Drugs,,
58ccfd6cfea35d3a19a4ca1632d5cff30f4da7136c8ae03a1ac9e5e44f816b6c,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.314723,55.013783,On or near Farren Park,,,Drugs,,
125b33f81a434433bd128466317d51f7bbaf38b366dc809faa17ec5d8d860cb3,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.905355,54.593503,On or near The Mount,,,Drugs,,
da90d06c41950eabca1c5db36135bea898cfd932f3d04b5e3b6f64a1abe43e83,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.267032,55.033420,On or near Deramore Drive,,,Drugs,,
5bad2303eee624b6939de431f7ada11bbecf130c895a2f6a96a5d59c3222bd2f,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.267038,55.034794,On or near Clonmeen Drive,,,Drugs,,
3ce53ec8223465d2dc78bfbdcc7243a86925c51951ceb0dc71cfdebd71fc0491,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.925395,54.584333,On or near ,,,Drugs,,
ac549b951eba5d4a5cc27777efba021cdd08cf6a0779b126f64beaf909e191f2,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.743098,54.649521,On or near Ferguy Heights,,,Drugs,,
28ea1f1165201b6def01533048010cf212b007fcb0e924c496684fb2cc7bec34,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.391798,54.185752,On or near Green Road,,,Drugs,,
1ed29708b81966d16b281502691cbd9ceb46326c99811b9b5004878754ed1b11,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.309438,54.996569,On or near ,,,Drugs,,
64e9b10b6e84e953b8cfb59736266b97cd2b87aecfc3a1d6f25a087757b27a9c,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.676606,54.632366,On or near The Knowes,,,Drugs,,
fadb353dd75a15231a33cb2001d58efced4ae57149f8da3583647677aea9dd02,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.611974,54.606187,On or near Ballyblagh Road,,,Drugs,,
3dc3f46879e7981c7dd4a18cd3de4773e77dc8e3b842bd4ce2167c794b5fe240,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.075847,54.527636,On or near Islandkelly Park,,,Drugs,,
8fe875de362f640b5fcd3e859c9c3788aa327004c5df3a6261b6a6f8278d8338,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.636636,54.667211,On or near Dufferin Terrace,,,Drugs,,
df88da2795a0e5c2f6253887f92a64e2b8eddd630cabda3976468806280dbcf3,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.657584,55.190755,On or near Glenmanus Park,,,Drugs,,
35e9c5ec6657f533f5d632eb328f0e509bad9663930fd43b3310a6e9f146b5f7,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.263799,54.125571,On or near Lagan Court,,,Drugs,,
a6eb2c981c673f7dfde8e8562f7a4589bcc8e3f44d3bba48938495fac8cc3489,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.280130,54.867680,On or near Ballymoney Road,,,Drugs,,
9ee7994d4e2466db86131b86c227eca4864ca8dd314109063872ef9be52e48cf,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.303179,55.031360,On or near Earhart Park,,,Drugs,,
d5817e4c25a595af4c1db6fc0e3f3a30a38708a26357defc9ff8b4cd6e112442,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.688775,54.652925,On or near Silverstream Road,,,Drugs,,
e00ceb894c09449f833d3ee9139f3617dc0a5bb77d46a3e76334d07fb64d98eb,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.708834,55.174295,On or near Old Mill Grange,,,Drugs,,
d3380526cd36afd83aa415ba971fb9976cbfc2bb80073c75f96f6ce6bf814eb6,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.808627,54.727394,On or near ,,,Drugs,,
0b23ae348a74c4ee244989a71e8665593779a455493ec0d523e0425c152075da,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.319963,54.996961,On or near Shipquay Street,,,Drugs,,
06cbfbb48f41f211c49eb42b1d6770af6899377e1003ac2daa9eb8679ca98555,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.671351,54.646795,On or near ,,,Drugs,,
5396a0143455dbb8dbce4057402f2f4dfb2e0817582348e361b5e99cd14b05e1,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.940182,54.602142,On or near Greenland Street,,,Drugs,,
08e23f10cc64d17e317044ed8f79e6b54878ebecad3bfc2b99580a9045398f8c,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.932055,54.577448,On or near Ridgeway Street,,,Drugs,,
ea0f02f07acfa2b074bc720d53f94cf8ef96df61d86d710bddc736a66e3e9930,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.445340,54.417611,On or near ,,,Drugs,,
0883ad48b57f187830dfb87fbd24e7fe5645affa3129d34b20f0a2b25b3ff7e8,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.356818,54.140732,On or near Park View,,,Drugs,,
3e0088bda3fbd0e959118aaef8a08464a37146087f5ccec8473d788c0f86c51e,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.791302,54.589749,On or near Ballybeen Park,,,Drugs,,
d9b980576337d6f37bcafe905222649217fce0e322db03195cd9dc405668a489,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.353518,54.158334,On or near Ashton Heights,,,Drugs,,
7c7db76c471a00f19dbf9b1745f8260454c0ab93a6cb70bf28aa2fe828054289,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.843492,54.728612,On or near Woodburn Road,,,Drugs,,
612b1034c6d6d39f29d311acde47a25c944149f3c0ac7f6718629c590d036803,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.414481,54.179072,On or near Newtown Road,,,Drugs,,
8a3074103726df78fc92782e6ffe1f0816e297b542f5c5334563e6938365d506,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.340574,54.172289,On or near ,,,Drugs,,
0f155debdf9eecd1560f82914a450547c43a3b6b79ade3bd65ddf03b03a63bfc,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.752823,54.634987,On or near Drumvale Park,,,Drugs,,
169ee5d8a8965a2a5d6ba19ffc9f67298657620fdcb53e84eb4327acc8e6b60a,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.062050,54.524101,On or near Pond Park Road,,,Drugs,,
aac90d57c126c54857e0582b952028d5ec4416ea513c5803ca95e57b4ba1069c,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.862815,54.611295,On or near Marmont Crescent,,,Drugs,,
7d493d4a63c53e50a5a4e0951febd88ebb05d117b46b5509d54fe315ae5d6c3b,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.925779,54.586208,On or near Dudley Street,,,Drugs,,
289fe8d86f70d079b907cbd6468cfdcb90166c33ca6bcf3c90734cf2c0900d45,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.057713,54.509386,On or near Longstone Street,,,Drugs,,
18b0e77c654451bbf1a78a6fe2ddc5cfcf9c9138fd25b79164b62f3364f92c7e,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.933747,54.589552,On or near Donegall Pass,,,Drugs,,
019f24f50f90ada7329fa6b7d8159c3d87423b359adb8d98edb67edef8214d25,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,,,No Location,,,Drugs,,
9a8cb86f31797715638cb3b981d3659e27c28fa86d4d1f381569b432555d4ac4,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.013515,54.553071,On or near Alina Gardens,,,Drugs,,
793c164876d01948cf095b424c9fcd871297f38e6fabcb1fc95a238493250d48,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.312926,54.986313,On or near Mimosa Court,,,Drugs,,
39d6e9140e1bd1dc6f65b2b26bd39145b5047087456c34573b1739bbba53153b,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.692368,54.591182,On or near Court Street,,,Drugs,,
172f996ccebfefb9b368959ab045d556ff3b7fef56f96fffccea9168d5f80d3d,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,,,No Location,,,Drugs,,
74f3599cf21a58b4ba343dd3610fcfeed6b78880d41bcad2ed2e63f149d51048,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.929149,54.589600,On or near Elm Street,,,Drugs,,
f14131a6646a4f232e9ba41d207fedfac7f6008bfad0b48e138447ba99fafc78,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.218224,55.042126,On or near Donnybrewer Road,,,Drugs,,
59283e261af977e85207801b2f1f69eea9be3df1c4247450882cdec0b41569b8,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.936286,54.630505,On or near Lisbreen Park,,,Drugs,,
91332b30ab6e352a45a9f7e1afad3aae9a8bc1dff92889654a698edea492d489,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.672100,54.753846,On or near Durnascallon Lane,,,Drugs,,
435fd2e24fa1a32c3bed4ddb24b4d70dc3240c7fc03817ee3968eaef7ef9b4a5,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.326428,55.039108,On or near Lower Galliagh Road,,,Drugs,,
fd42bc71a787d61f1ce3ead2219970b924fa3e2dec234e3d60d7bf80cedd21f1,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.547511,54.780375,On or near Moyola Road,,,Drugs,,
130effd1ee4a284d6848190d9b5c620bb44c7e1fce7000a110d5cffbf8432b37,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.942221,54.659852,On or near Floral Park,,,Drugs,,
6f006ef835c0d072325050a0c76abe85af1e0091acbb67445d9224528f105fb5,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.358768,54.449789,On or near Meadowbrook,,,Drugs,,
eb183a3fdf617bd5911bfdd8e02d4d612c6f9776ce3fc138982c371bdde2cbde,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.672120,55.131401,On or near The Diamond,,,Drugs,,
59b09af049cd1a2929725010a94a5e3b5b9a61adb9d48f321ed30bc434c7bd4d,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.713986,54.329221,On or near Saul Street,,,Drugs,,
822ba515a94f80d2925dd55f649dff54a6cfa1c4c0a2bba08468da4189e541d2,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.057348,54.594763,On or near Tornaroy Road,,,Drugs,,
f590ce496441fb8af506b3ebaa8908a7b29db4f5c4bb74f18fdef9f25038aa43,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.933476,54.591848,On or near Ventry Street,,,Drugs,,
44e4800014fed68a5c3a447b457273dfeede4dad24778a7948f0774ed7b44ad0,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.439037,54.232467,On or near Aghalurcher Road,,,Drugs,,
54b35d4ba5cf90623edbd0e02cb1aa8434da0db821bc47c2e2c55d3d72ab90f0,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.933006,54.587985,On or near Botanic Avenue,,,Drugs,,
ce8f1f8db6a1d1cfbba2f6ffe29fa0f5a0be6d33e249981752410aaa25e79f4d,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.665943,55.178387,On or near ,,,Drugs,,
01cfb8bc84585186c186d98adeef5f684d1d701344755927e23ec4675f8fd017,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.932404,54.586753,On or near Botanic Avenue,,,Drugs,,
cc11db587e985a39ee14096189fe2f3f32ebfbdfea29dcd365434112d115906a,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.267384,54.351244,On or near Castlewellan Road,,,Drugs,,
240baf1ebb59a2984295711dfbe2c32be8a9d12232ebe732ad3979363103c695,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.325920,54.991110,On or near Bellevue Avenue,,,Drugs,,
94716137936cb2d68826ea1d518c5ba0057a0de8909c3831874656ff835c8f91,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.930296,54.585306,On or near Rugby Road,,,Drugs,,
63c8bb9ed1d6480d67d1284ac32d119b5d6fa7d2ed5aa4a657386d7e075bc3fe,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.961805,54.590325,On or near Iveagh Drive,,,Drugs,,
0afdd711a4b4437ca9de7f48629b163ba79a023a42cdd50e8c2f574499eebadf,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.672100,54.753846,On or near Durnascallon Lane,,,Drugs,,
735cb0a855e0847dd7def0b8a2d8f184791f517c71e264aa23f7acc9c47293eb,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.188752,54.709898,On or near Firmount Drive,,,Drugs,,
186bd16a52397e237a048bf90ce55f17464d47cdebdb929e45e7b356f9c3d964,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.450359,54.435636,On or near Woodgrove,,,Drugs,,
0aac1062efc43e963f302ee2b1a9ea477cbc4fbfb6106a32f0cc0428d738f4c0,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.930334,54.599189,On or near Castle Street,,,Drugs,,
17bc5504b14be3f22dda39f428b6b45869b9415cae36be41604ee80255cba304,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.786348,54.728552,On or near Craigowen Road,,,Drugs,,
f37b4055c4f2520fcb269b5690c79bc4e11616c725e13b31d2ab2eb9a3b91021,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.845717,54.703080,On or near Old Shore Road,,,Drugs,,
c18b197a3f8322706063bb2e7fad5a6617b9234e4d16a9fb22191f8b309db5a4,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.320295,54.996720,On or near Shipquay Street,,,Drugs,,
c4468d787995ed061abe16757d9759dca44cf510a0968b471659ea54a295589a,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.188752,54.709898,On or near Firmount Drive,,,Drugs,,
9c7abf841902bf97323a77716a3dc2fef07709cef9be917fab28eef76f502f6a,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,,,No Location,,,Drugs,,
414503af54f02528e5faa33825fe3e0fef35aeefca110e4ebc3bfdbc2b021dac,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.922125,54.602355,On or near Donegall Quay,,,Drugs,,
abdd3fc47db325e0af7d666d699799bfa6c457c0502799bb6a9fc67d919fe35f,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.806112,54.851953,On or near Tower Road,,,Drugs,,
4921314feab0c14468e72c7688c720aa1f355e73d1f114c873cf3665a6f90be1,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.985197,54.561210,On or near Upper Lisburn Road,,,Drugs,,
7ef5c8ff2bbb81235f7e4453875ae376f1b6b9922fc2383b117936d9943a605a,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.346003,54.188968,On or near Drumgullion Avenue,,,Drugs,,
0800a82ab070ee744150ea9d9c33f86592c8ed9d30b3b522b174b2384ab29b8d,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.931152,54.608997,On or near ,,,Drugs,,
5e0001405d95b2716ba9ad243a1d6fad9212905bc290d04593e3a48221e69768,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.665021,55.130838,On or near ,,,Drugs,,
4157305244c6d66ca9fd0a48ec563278509b03b610dc89704d2d8338a47d484c,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.621791,54.055964,On or near ,,,Drugs,,
0e29be5fcc3a4c7d23b752429cb2435786fc869ace3c22d7ad36d8c1000ada8e,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.060872,54.509832,On or near Donard Drive,,,Drugs,,
7ecc6be0a603ec87efd872694ae571febaa733353e91a3e7b1022ca37cabd9fe,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.506436,54.337541,On or near Marlacoo Road,,,Drugs,,
0e993bf149fc7ce1a07e17324fe514468688d737a5441ad7c0d15dd09d56c7e1,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.888619,54.213985,On or near Bryansford Avenue,,,Drugs,,
50de0a69c2760f45a55024997f34aaef3f38bfaebeb3f738fa7d3194795551a2,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.776714,54.504031,On or near Fairmount Park,,,Drugs,,
9bd86914cf825e47a8ff3ec8c0294bf1c6a07977c91ba77383044b5b8533f355,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.969975,54.589070,On or near Rockmount Street,,,Drugs,,
4b4fe743b81d7a065a51159b0162f816f6afcf999f2e9588a50272d7bdfeed02,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.966384,54.568595,On or near Balmoral Avenue,,,Drugs,,
cfb02d9d3b183666f17143b9a5fa4153f96d98e9c72314bc3d3846416f2a6cd5,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.935430,54.595116,On or near Glengall Street,,,Drugs,,
38df6ba8e1d89e985eadf0bb59e8358eb5f839a6b5960313662f0b772f223f72,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.944429,54.583885,On or near Mount Prospect Park,,,Drugs,,
d4d6a952fd0486b6d11a3c24346cba56ff2a95165cefb2e5f55d8f442c4793f8,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.662849,54.631053,On or near Moorville,,,Drugs,,
97ddee9d2c5644ca86b4bb941f58f6b9f33ac231bf9034fa80b412042dac8d49,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.659380,54.346117,On or near Abbey Drive,,,Drugs,,
a01cdf6f5e7936d6f2f1cb57462e9235bc21f24c508d243253d4860b01074281,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.928635,54.592727,On or near Ormeau Avenue,,,Drugs,,
80caacbfacd65cc99e8fbba52d0ef2f2d4e31e3c10ea3d4e07afa1fd1b4629b0,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.342640,54.174627,On or near Corn Market,,,Drugs,,
69d51de999f803a1489aad3a3ef979b906b175941db4069584a25c455d894e36,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.311834,54.996233,On or near Alfred Street,,,Drugs,,
ec7181c4705495e1cc1d6af6091d5031613cdc7581892a79c8f7a774cd42beed,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.317980,54.995944,On or near Foyle Street,,,Drugs,,
ad1b358ee5443e23f202082bcadebd8babaa59be4f5b3186109f394072f0ee71,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.973028,54.585841,On or near ,,,Drugs,,
ada228fe219ea41107aec15e553cb3edc9941254d19637ece22d1ceec929ba1d,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.658362,54.607420,On or near Coagh Road,,,Drugs,,
48e5200e7da4eb4d0b34947abd1213ecd80910a2dbedaa5cdac1fed604e7361b,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.258144,54.102119,On or near Meeting Street,,,Drugs,,
d0a2e37d4d9e6980ab67ddfb546dfcdd5014c75eaf3e34a705967d13aec10021,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.758278,54.633839,On or near Riverside Drive,,,Drugs,,
e0195a9c33cdd4ea71b77c603920055fd11600a06ca19fcf281ea6acc98cc2d3,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.394733,54.401055,On or near Moyallan Road,,,Drugs,,
903774c0f9f004520201a1ec083bba6045bc8d3037a63bff85ccaa77272ba9ff,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.958083,54.586794,On or near Glenmachan Street,,,Drugs,,
693865f6a1a1b31c1952a244e72cd119ab024d5cfec892d9e57f56a892fe3d68,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.928653,54.601811,On or near Donegall Street,,,Drugs,,
f62c861f50b9abf39c5b180d1fc887a3a2cfb17c170e6df46b15d15db6b79513,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.343076,54.193205,On or near ,,,Drugs,,
bd038c1d7a26a437bfd7556196a740ca7e3baf2fcafb2dfc8f757927a1987a37,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.926442,54.584423,On or near Rugby Avenue,,,Drugs,,
5c5388933de21b9c02d3f309600ed5d9fa85cd8c2cf6a23d8d627081040a0ba7,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.930446,54.599424,On or near Royal Avenue,,,Drugs,,
a0d177ad1998cb6a46bbe7e7c30a8e0a7b0115f4ae273d61ef29f48edcc06b19,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.346230,54.157964,On or near ,,,Drugs,,
84c819d2637205235f0f48d2c5bde705314820b800881e4b3cf4f1c7e54d4683,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.415823,54.181632,On or near Keggall View,,,Drugs,,
519ca638add7d036ec76054b2d70af44bd301940167b2ed366e7eb0c87b5b134,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,,,No Location,,,Drugs,,
400f100f08aa891b7c637f21c693553616d35d6649feb88e7ab73cafa628dfb4,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.646277,54.398062,On or near Bridge Street,,,Drugs,,
35207b7b71520455d2129c91a56dd5257682dc875b078f01af1a9db51e79bf1f,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.303179,55.031360,On or near Earhart Park,,,Drugs,,
020673ac1ebd4edeae3f5234e4ffb42e7f36bd83e1dbc40cea2aaa22a5ba8b4e,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.563374,54.955260,On or near Larchfield Gardens,,,Drugs,,
a1a9a25355e53c3996517f6fb1381920f0a221ace0c244e454e3686b1be572db,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.923999,54.598389,On or near Victoria Square,,,Drugs,,
5cd64c117ace1e55d9a68a885e73417dc4808ff07e642196e6965b044cdf80d0,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.925568,54.590059,On or near Coyles Place,,,Drugs,,
9c28b6060d336c2b57cbabaf099f38ba10ceeee5c7286d8f6babfdf605133cfd,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.317373,55.010537,On or near Strand Road,,,Drugs,,
a3c171bc731350e331258db26f13e04702190215c7598983948abe9d9ead54b7,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.930446,54.599424,On or near Royal Avenue,,,Drugs,,
199c1a84d2e24bd7f151fc5b19b85cc171608d525108f4f9d4d447d84e5d1aa7,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.911809,54.590748,On or near Park Parade,,,Drugs,,
2982c4750c6f15573a9ab5a3b0571f80586d03d7815b4dd8f4e9b6217733614f,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.708022,54.758805,On or near Ransevyn Park,,,Drugs,,
2c844e136aa9ce9fec334364a2709e897e23c1deb989525fb60cacefa2044129,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.944669,55.039971,On or near Coolessan Walk,,,Drugs,,
c748c9c0a01f8027d289a854ee9d33d0231a7d6dcbf63d2a3d5f9a368771e3f7,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.944669,55.039971,On or near Coolessan Walk,,,Drugs,,
4aedb423e72dda89055b31da02f34291a723c122bc2241ce5f4b5e24148ecfd7,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.289913,54.869508,On or near Carniny Court,,,Drugs,,
8c8344b9cf9ebb7d864717dfb9130490dd842519d31b119f2d07461148e21b70,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.060329,55.061169,On or near Carn-Neil Park,,,Drugs,,
8cc87a33df0f252a020947eaa80d733189642ff025f404321acdec0c560b47a7,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,,,No Location,,,Drugs,,
