Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.445104,54.428713,On or near Woodside Green,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.951372,55.044457,On or near Roe Mill Road,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.220124,54.807277,On or near Templemoyle,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.266564,54.612015,On or near Pinefield Grove,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.748430,54.499087,On or near Northland Village,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.053330,54.510959,On or near Brookvale Rise,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.952985,54.617167,On or near Torrens Gardens,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.275379,54.868035,On or near William Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.005624,54.062129,On or near Harbour Road,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.447077,54.422180,On or near West Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.889926,54.211501,On or near Main Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.845940,54.847680,On or near Manse Field Park,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.895814,54.601487,On or near Connswater Grove,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.358693,54.184227,On or near Parkhead Crescent,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.930305,54.598533,On or near Donegall Place,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.921332,54.649494,On or near Finlay Park,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.273686,54.742835,On or near M22,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.659370,54.647400,On or near Bloomfield Road South,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.867555,54.597901,On or near Belmont Park,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.985953,54.573784,On or near ,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.336355,54.465277,On or near William Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.700805,54.592753,On or near Mill Court Mews,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.942684,54.616965,On or near Orient Gardens,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.267694,54.354115,On or near Churchview Drive,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.017252,54.572890,On or near Carrigart Avenue,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.321893,54.999244,On or near Great James Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.323641,55.001221,On or near Clarendon Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.507028,55.078733,On or near Castlehill Gardens,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.175374,55.024030,On or near Madison Avenue,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.921379,54.623376,On or near St. Aubyn Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.933314,54.588629,On or near Botanic Avenue,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.154623,54.911925,On or near Main Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.291725,54.996225,On or near Ashburn Avenue,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.638098,54.344322,On or near Townhall Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.935900,55.043281,On or near Drumachose Park,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.987619,54.573865,On or near ,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.981680,54.555734,On or near Erinvale Avenue,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.925803,54.584511,On or near Cairo Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.766511,54.509650,On or near ,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.000975,54.579361,On or near Clonelly Avenue,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.310345,55.031140,On or near Carranbane Walk,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.820558,54.724347,On or near The Hollies,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.312428,54.613559,On or near Dunbreen Close,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.906514,54.679105,On or near Abbeycroft Drive,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.523553,55.200039,On or near Huey Crescent,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.927095,54.602620,On or near Hill Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.069633,54.510700,On or near Ballinderry Park,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.515619,55.067052,On or near Seymour Drive,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.930443,54.586675,On or near Wolseley Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.347964,54.421754,On or near Cedar Court,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.203567,54.722940,On or near Bush Park,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.949371,55.043218,On or near Roe Mill Gardens,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.331929,54.166770,On or near Upper Chapel Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.941698,54.582518,On or near Wellington Park,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.697548,54.649605,On or near Drumawhey Gardens,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.270285,54.864773,On or near Glenshesk Drive,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.316375,54.985551,On or near Strabane Old Road,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.334791,54.175561,On or near ,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.819278,54.723615,On or near Blackthorn Park,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.058992,55.075522,On or near Gortaclee Road,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.955463,54.618377,On or near Deerpark Mews,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.702351,54.595523,On or near West Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.716341,54.333327,On or near New Bridge Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.486149,54.957377,On or near Sunnyside Drive,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.294053,54.880643,On or near Beaumont Hill,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.020254,54.575096,On or near Gweedore Gardens,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.942279,54.624380,On or near Madison Avenue,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.683779,54.651948,On or near Ava Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.938649,54.621452,On or near Willowbank Gardens,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.035023,54.508246,On or near ,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.967128,54.590936,On or near Falls Road,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.048497,54.510639,On or near Market Place,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.321682,54.983991,On or near ,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.756950,54.655914,On or near Belfast Road,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.938228,54.619962,On or near Antrim Road,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.841818,54.854309,On or near Fairway,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.856263,54.615187,On or near Glenluce Drive,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.459193,54.412164,On or near ,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.669765,54.661519,On or near Central Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.206320,54.715452,On or near Corbally Avenue,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.336893,54.981326,On or near Hazelwood Avenue,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.475009,54.782663,On or near Parkside Gardens,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.951881,54.669620,On or near Church Crescent,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.369313,54.293770,On or near Bann Road,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.709197,54.597064,On or near Westland Drive,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.083267,54.509057,On or near ,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.027665,54.519942,On or near Grand Court,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.830535,54.586335,On or near Lothian Avenue,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.295136,55.005802,On or near Broomhill Court,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.768455,54.503543,On or near Church Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.614791,54.755954,On or near Mullaghboy Crescent,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.933559,54.594177,On or near ,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.419534,54.175904,On or near ,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.638605,55.199357,On or near Sunnyvale Avenue,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.707408,54.317846,On or near ,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.668018,54.630323,On or near Stonebridge Square,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.275549,54.849459,On or near Old Antrim Road,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.933345,54.601451,On or near ,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.863286,54.599344,On or near ,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.456937,54.411956,On or near Stronge Court,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.429313,54.421375,On or near Levaghery Gardens,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.610871,54.755217,On or near ,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.657444,54.647767,On or near ,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.984719,54.580610,On or near St. Meryl Park,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.780064,54.506122,On or near Springdale,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.322511,54.996849,On or near Waterloo Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.939685,54.607687,On or near ,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.746873,54.550939,On or near Castle Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.299260,54.311608,On or near Newry Road,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.938950,54.598042,On or near Galway Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.261089,54.466688,On or near New Forge Road,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.959090,54.607476,On or near Enfield Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.898364,54.588628,On or near Euston Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.952637,54.608679,On or near Keswick Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.128037,54.877011,On or near Racavan Road,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.989784,54.593659,On or near ,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.985766,54.669039,On or near ,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.920727,54.578475,On or near Blackwood Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.323243,54.474754,On or near Levin Road,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.391973,54.443614,On or near Parkmore,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.317980,54.995944,On or near Foyle Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.917997,54.594404,On or near ,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.972696,54.665343,On or near Holly Manor,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.454646,54.422474,On or near Union Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.714538,54.338945,On or near Old Belfast Road,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.614569,54.469094,On or near Blackisland Road,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.356031,54.179878,On or near Springfarm Heights,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.708409,54.594839,On or near ,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.930563,54.594988,On or near Franklin Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.035166,54.516524,On or near ,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.419471,54.422486,On or near Festival Road,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.598477,54.676012,On or near ,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.878378,54.601955,On or near ,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.832596,54.592967,On or near Cloghan Park,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.907259,54.585036,On or near Ardenlee Park,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.931353,54.635227,On or near Taunton Avenue,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.083267,54.509057,On or near ,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.890692,54.597875,On or near East Bread Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.339832,54.886722,On or near Elmwood,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.259567,54.411586,On or near Shantonagh Road,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.940310,54.549025,On or near Killynether Gardens,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.891423,54.215822,On or near Dunwellan Park,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.923943,54.637185,On or near Donegall Park Avenue,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.933132,54.606883,On or near Clifton House Mews,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.702351,54.595523,On or near West Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.274848,54.871001,On or near Devenagh Court,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.028203,54.462860,On or near Whitebridge Road,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.680030,54.655183,On or near Oakwood Avenue,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.452217,54.419469,On or near Deramore Drive,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.669696,55.131689,On or near New Row,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.693519,54.447531,On or near The Square,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.909714,54.556128,On or near Breda Road,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.924978,54.628110,On or near Fortwilliam Crescent,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.896231,54.592787,On or near ,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.923358,54.600947,On or near Queens Square,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.251798,54.859702,On or near Staffa Drive,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.896888,54.595054,On or near Avoniel Road,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.980784,54.576672,On or near Andersonstown Road,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.904425,54.594430,On or near The Mount,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.419534,54.175904,On or near ,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.332777,54.472460,On or near ,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.932248,54.586157,On or near Botanic Avenue,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.659370,54.647400,On or near Bloomfield Road South,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.931412,54.595937,On or near Howard Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.678666,54.604919,On or near Kipkarren Park,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.717125,55.186868,On or near Harryville,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.072889,54.517293,On or near ,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.989812,54.586499,On or near Norglen Gardens,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.965587,54.627712,On or near Ballysillan Road,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.343375,55.015702,On or near Gweebara Park,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.841221,54.850031,On or near Ballyboley Road,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.941791,54.589878,On or near Felt Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.905507,54.595347,On or near Mountpottinger Road,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.743321,54.495081,On or near ,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.037107,54.510185,On or near Stannus Place,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.320896,54.157146,On or near Oaklands,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.805676,54.594638,On or near Upper Newtownards Road,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.834638,54.640481,On or near Hill Street Mews,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.021850,54.380398,On or near Church Hill Gardens,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.907931,54.550500,On or near Saintfield Road,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.211190,54.619255,On or near Tromery Drive,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.958960,54.598319,On or near Springfield Road,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.391034,54.449486,On or near ,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.941064,54.601834,On or near Boundary Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.891717,54.401773,On or near Windmill Avenue,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.921154,55.044786,On or near Whispering Pines,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.413089,54.351595,On or near Sinton Park,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.885928,54.596337,On or near Chobham Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.714660,55.171760,On or near Westminster Park,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.003400,54.564576,On or near Brooke Drive,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.938663,54.604030,On or near Shankill Terrace,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.957320,54.574822,On or near Charleville Avenue,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.333109,54.460516,On or near Coronation Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.396724,54.450254,On or near Avondale Manor,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.814166,54.717943,On or near Fergus Avenue,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.748596,54.544080,On or near Carnesure Manor,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.271960,54.860575,On or near Castle Gardens,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.936300,54.608815,On or near Antrim Road,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.743578,54.547904,On or near Killinchy Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.241135,55.202949,On or near Strand Cottages,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.081113,54.515492,On or near Knockburn Park,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.845247,54.858054,On or near Lindara Drive,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.926309,54.614125,On or near Lilliput Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.275990,54.358771,On or near ,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.515408,55.068083,On or near Meeting House Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.346046,54.177531,On or near Monaghan Street,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.006369,54.063166,On or near Mountain Road,,,Anti-social behaviour,,
,2017-12,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.279474,54.351606,On or near Brookfield Avenue,,,Anti-social behaviour,,
